dm1,dm2
-0.08884903904631751,-0.035850788133761004
-0.08933245530103141,-0.03598876010168798
-0.08946648113087041,-0.03597320254373233
-0.08934568904550319,-0.03604930450290011
-0.0893178997023587,-0.035986722970595
-0.0662558867427801,-0.037588202391097655
-0.08890771506253674,-0.035177925156885594
-0.08905145602442875,-0.03661812808052176
-0.08937327375042912,-0.03603474559794708
-0.08932824995635914,-0.03598216425880665
-0.0889454027758076,-0.036236565545647456
-0.08931991876154659,-0.03592340161923228
-0.08931962643434624,-0.03593464231687229
-0.08929633976251776,-0.035939298738081375
-0.08883588452729839,-0.03586858717631075
-0.08937046176221138,-0.03602346721163647
-0.08933306695811451,-0.03600506069814858
-0.0891545934629385,-0.036237746558902925
-0.07454635925915092,-0.03761697746345623
-0.08880128020115284,-0.03592387270479097
-0.08931742586884558,-0.035966889674946254
-0.08895468774415549,-0.0362399685659926
-0.08904813896900829,-0.03660529341251031
-0.08896937433116715,-0.03628358987455291
-0.08937110771756006,-0.03603906099450126
-0.07178513586813387,-0.03734924429486722
-0.08931478745823916,-0.035921598926909534
-0.08836749286606053,-0.03594189622403067
-0.08902558280307153,-0.03662711621548334
-0.08887798471990985,-0.035900553077274217
-0.08896070188465635,-0.0362626794399227
-0.08889057611591589,-0.035794486087853766
-0.07126614355444194,-0.037390983973924714
-0.08904695376106303,-0.03661493382299795
-0.08946077296769611,-0.03596850480163946
-0.08904888718665087,-0.036613263701007225
-0.08937041152553804,-0.0360464719208874
-0.08899140066696651,-0.03634269841657379
-0.08932490548456898,-0.03598971357222462
-0.08905209350679369,-0.03660517282152916
-0.08905161204819433,-0.036606336647827836
-0.08840409468590663,-0.03500684027988903
-0.08904914608672715,-0.0366198221622465
-0.08894557501983741,-0.03624392380109454
-0.08937338759022595,-0.03603379354617552
-0.08896676961947708,-0.03626999474223075
-0.0890486971417418,-0.03661793232958745
-0.08879235490086872,-0.03575507645382729
-0.089369953464751,-0.03604552482898558
-0.0890324008678319,-0.03649027753633139
-0.08936559586784441,-0.03602417341561984
-0.08889216940222248,-0.03586159856453607
-0.08904680028434706,-0.036613256619284267
-0.08904424705846166,-0.0366054106992383
-0.08838663103880803,-0.03497906478425753
-0.08937014982651069,-0.036036348722458166
-0.08931283585425948,-0.03592943437316915
-0.08930937184343715,-0.03589328827012686
-0.08901174135502823,-0.036408652057816945
-0.08937114035515191,-0.03603155026065361
-0.08937072875445433,-0.03604322765515628
-0.08905300139609064,-0.03660796289479233
-0.08947097955735991,-0.03597796178093055
-0.08897486420160888,-0.036301807176054246
-0.0890446896889351,-0.036610739324663535
-0.0893213439766522,-0.03598008585588596
-0.08931014468677735,-0.03601218915590737
-0.08931363272146693,-0.036078686324087485
-0.08904828690384188,-0.036617839617193414
-0.08936008237684659,-0.03603880660846273
-0.08922110544305914,-0.03603572121810499
-0.08918504882856182,-0.03582140126911901
-0.07149334144923632,-0.037367378247166794
